Column1,Column2,Column3,Column32,Column33,Column4,Column5
915580-99999 ,PORT VILA/BAUERFLD             -,17.75,168.3,18,31/08/1947,12/01/1990
915650-99999 ,TANNA                          -,19.455,169.224,5.8,01/01/1973,01/02/2023
915680-99999 ,ANEITYUM                       -,20.233,169.767,7,01/08/1948,01/02/2023
915700-99999 ,ILE SURPRISE                   -,18.483,163.083,5,01/01/1973,20/01/2023
915730-99999 ,ILE ART (BELEP)                -,19.717,163.65,84,15/09/2001,31/01/2023
915740-99999 ,ILE LOOP (CHESTERFIELD)        -,19.967,158.483,4,12/08/1973,12/10/2022
915770-99999 ,KOUMAC                         -,20.546,164.256,12.8,31/03/1943,26/01/2023
915790-99999 ,OUVEA                          -,20.641,166.573,7,01/01/1973,01/02/2023
915820-99999 ,LIFOU                          -,20.775,167.24,28,01/01/1973,01/12/2022
915830-99999 ,POINDIMIE (NLLE-CALEDONIE)     -,20.933,165.317,13,01/01/1973,27/01/2020
915870-99999 ,MARE                           -,21.482,168.038,43,01/01/1973,01/02/2023
915900-99999 ,LA TONTOUTA                    -,22.015,166.213,15.8,31/12/1942,01/02/2023
915920-99999 ,NOUMEA                         -,22.267,166.45,72,31/08/1945,02/12/2021
915960-99999 ,ILE DES PINS                   -,22.589,167.456,96,01/01/1973,01/02/2023
915980-99999 ,MATTHEW (ILOT)                 -,22.333,171.333,27,01/03/1980,02/03/2020
916100-99999 ,BONRIKI INTL                    ,1.382,173.147,2.7,27/02/1944,01/02/2023
916430-80705 ,FUNAFUTI INTL ARPT              ,-8.517,179.217,2.1,20/07/1943,01/02/2023
916500-99999 ,ROTUMA ISLAND                  -,12.5,177.05,26,01/01/1973,01/02/2023
916520-99999 ,UDU POINT AWS                  -,16.133,-179.983,63,01/01/1973,01/02/2023
916590-99999 ,NABOUWALU                      -,17,178.7,36,01/01/1973,27/09/2021
916600-99999 ,YASAWA-I-RARA AWS              -,16.7,177.583,50,31/07/1943,01/02/2023
916700-99999 ,VIWA AWS                       -,17.15,176.9,5,01/10/1980,01/02/2023
916760-99999 ,VANUA BALAVU AWS               -,17.233,-178.95,52,09/12/1985,06/09/2022
916800-99999 ,NADI INTL                      -,17.755,177.443,18,13/04/1942,01/02/2023
916830-99999 ,NAUSORI INTL                   -,18.043,178.559,5.2,01/01/1973,01/02/2023
916910-99999 ,LAKEMBA ISLAND                 -,18.233,-178.8,3,01/01/1973,01/02/2023
916930-99999 ,VUNISEA                        -,19.05,178.167,33,01/01/1973,29/01/2023
916970-99999 ,MATUKU AWS                     -,19.133,179.75,5,01/01/1973,25/03/2022
916990-99999 ,ONO-I-LAU AWS                  -,20.667,-178.717,28,01/01/1973,27/01/2023
917530-99999 ,WALLIS                         -,13.238,-176.199,24.1,09/08/1943,01/02/2023
917540-99999 ,FUTUNA ISL/MAOPOOPO            -,14.317,-178.117,36,01/01/1973,24/01/2023
917590-99999 ,FALEOLO INTL                   -,13.83,-172.008,17.7,01/07/1980,01/02/2023
917620-99999 ,APIA/UPOLU ISLAND              -,13.8,-171.783,2,01/01/1973,01/02/2023
917650-61705 ,TAFUNA/PAGO PAGO INTERNATIONA  -,14.331,-170.714,3.7,01/08/1945,01/02/2023
917790-99999 ,LUPEPAU'U                      -,18.583,-173.967,70,01/04/1995,01/02/2023
917800-99999 ,VAVAU                          -,18.65,-173.983,10,01/01/1973,03/10/1995
917840-99999 ,HAAPAI                         -,19.777,-174.341,9.4,01/01/1973,01/02/2023
917920-00487 ,FUA AMOTU TONGA                -,21.23,-175.15,38.1,01/01/2005,01/02/2023
918000-99999 ,PENRHYN ISLAND                  ,-9.017,-158.067,2,01/08/1943,09/08/1996
918040-99999 ,RAKAHANGA ATOLL                -,10.05,-161.1,5,01/01/1973,09/09/1996
918110-99999 ,PUKAPUKA ARPT                  -,10.915,-165.839,4.6,01/01/1973,15/12/2020
918220-99999 ,ALOFI                          -,19.067,-169.917,22,01/01/1973,01/02/2023
918260-99999 ,PALMERSTON *                   -,18.067,-163.183,4,01/01/1973,13/09/1996
918300-99999 ,AITUTAKI                       -,18.831,-159.764,4.3,01/08/1943,01/02/2023
918400-99999 ,MAUKE ISLAND                   -,20.133,-157.35,9,01/01/1973,16/12/1996
918430-99999 ,RAROTONGA INTL                 -,21.203,-159.806,5.8,01/01/1973,01/02/2023
919250-99999 ,HIVA-OA                         ,-9.8,-139.033,53,01/01/1973,01/02/2023
919300-99999 ,BORA BORA                      -,16.444,-151.751,3,04/08/1943,08/12/1997
919380-99999 ,TAHITI FAAA                    -,17.554,-149.607,1.5,01/01/1973,01/02/2023
919430-99999 ,TAKAROA                        -,14.483,-145.033,3,01/01/1973,20/12/2022
919440-99999 ,HAO                            -,18.075,-140.946,3,01/01/1973,01/02/2023
919450-99999 ,HEREHERETUE                    -,19.9,-144.949,3,01/01/1973,31/12/1997
919480-99999 ,MANGAREVA                      -,23.133,-134.967,89,01/01/1973,01/02/2023
919520-99999 ,MUROROA ATOLL (MIL)            -,21.817,-138.8,3,08/10/1974,31/12/1997
919540-99999 ,TUBUAI                         -,23.365,-149.524,2.1,01/01/1973,01/02/2023
919580-99999 ,RAPA                           -,27.617,-144.333,2,01/01/1973,01/02/2023
920350-99999 ,PORT MORESBY JACKSONS INTL      ,-9.443,147.22,44.5,01/01/1997,01/02/2023
930040-99999 ,CAPE REINGA AWS                -,34.433,172.683,216,01/04/1984,01/02/2023
930110-99999 ,KAITAIA AERODROME              -,35.067,173.283,82,01/01/1949,14/06/1986
930230-99999 ,PURERUA                        -,35.117,174.017,84,15/02/1984,06/05/2020
930690-99999 ,MOKOHINAU AWS                  -,35.9,175.1,60,01/09/1994,01/02/2023
931190-99999 ,AUCKLAND INTL                  -,37.008,174.792,7,31/12/1965,01/02/2023
931850-99999 ,TAURANGA AERODROME             -,37.667,176.2,5,01/01/1949,14/02/2003
931960-99999 ,HICKS BAY AWS                  -,37.55,178.3,46,25/07/1991,01/02/2023
932450-99999 ,TAUPO AWS                      -,38.733,176.067,401,01/09/1996,01/02/2023
932910-99999 ,GISBORNE AERODROME             -,38.667,177.983,8,01/01/1949,30/05/1994
933080-99999 ,NEW PLYMOUTH AERODR            -,39.017,174.183,36,01/01/1949,03/04/1993
933340-99999 ,WAIOURU AWS                    -,39.467,175.683,823,01/07/1979,31/12/1997
933730-99999 ,NAPIER AERODROME AWS           -,39.467,176.867,3,01/03/1992,01/02/2023
934040-99999 ,PALMERSTON NORTH AWS           -,40.317,175.6,39,01/09/1992,01/02/2023
934200-99999 ,PARAPARAUMU AWS                -,40.9,174.983,7,01/08/1995,01/02/2023
934340-99999 ,WELLINGTON                     -,41.283,174.767,127,01/01/1949,27/02/1989
934360-99999 ,WELLINGTON INTL                -,41.327,174.805,12.5,31/12/1959,31/12/1997
934980-99999 ,CASTLEPOINT                    -,40.9,176.2,120,06/06/1995,01/02/2023
935160-99999 ,WESTPORT HARBOUR               -,41.75,171.6,4,01/01/1949,30/05/1995
935270-99999 ,FAREWELL SPIT AWS              -,40.55,173,3,01/07/1979,01/02/2023
935450-99999 ,NELSON AERODROME               -,41.3,173.217,7,01/01/1949,27/04/1994
935970-99999 ,CAPE CAMPBELL AWS              -,41.717,174.267,32,01/03/1987,01/02/2023
936140-99999 ,HOKITIKA AERODROME             -,42.717,170.983,44,01/01/1949,01/02/2023
936780-99999 ,KAIKOURA                       -,42.417,173.7,101,01/01/1997,01/02/2023
937090-99999 ,HAAST AWS                      -,43.867,169,5,06/06/1979,01/02/2023
937730-99999 ,TIMARU AERODROME AWS           -,44.3,171.233,27,01/03/1992,01/02/2023
937800-99999 ,CHRISTCHURCH INTL              -,43.489,172.532,37.5,07/07/1953,01/02/2023
938000-99999 ,SECRETARY ISLAND AWS           -,45.217,166.883,19,01/09/1994,01/02/2023
938050-99999 ,PUYSEGUR POINT AWS             -,46.15,166.6,44,09/01/1985,01/02/2023
938060-99999 ,PUYSEGUR PT (LGT-H)            -,46.167,166.633,41,02/01/1949,22/08/1989
938310-99999 ,QUEENSTOWN AERODROME           -,45.017,168.733,358,06/06/1995,01/02/2023
938440-99999 ,INVERCARGILL                   -,46.412,168.313,1.5,01/01/1949,31/05/1995
938910-99999 ,DUNEDIN AERODROME AWS          -,45.917,170.183,2,30/03/2003,01/02/2023
938960-99999 ,TAIAROA HEAD                   -,45.767,170.733,76,01/01/1949,31/12/1997
939090-99999 ,SOUTH WEST CAPE AWS            -,47.267,167.45,102,03/07/1991,01/02/2023
939290-99999 ,ENDERBY ISLAND AWS             -,50.483,166.3,40,01/04/1992,01/02/2023
939440-99999 ,CAMPBELL ISLAND                -,52.55,169.15,19,01/01/1949,31/08/1995
939860-99999 ,CHATHAM ISLANDS                -,43.81,-176.457,13.1,01/01/1949,31/07/1994
939970-99999 ,RAOUL ISLAND KERMADEC ISLANDS  -,29.25,-177.933,49.5,01/01/1949,05/11/1997
940350-99999 ,PORT MORESBY W.O.               ,-9.433,147.217,28,23/12/1942,05/01/1997
941000-99999 ,KALUMBURU                      -,14.3,126.633,24,12/09/2001,01/02/2023
941020-99999 ,TROUGHTON ISLAND               -,13.75,126.15,8,01/01/1973,01/02/2023
941030-99999 ,BROWSE ISLAND AWS              -,14.117,123.533,5,01/01/1973,01/02/2023
941050-99999 ,NOONAMAH AIRSTRIP              -,12.617,131.05,17.5,29/07/1975,01/02/2023
941110-99999 ,PORT KEATS AWS AUT             -,14.233,129.45,18,01/01/1973,31/12/1997
941160-99999 ,DUM IN MIRRIE                  -,12.633,130.367,4,02/01/1997,01/02/2023
941190-99999 ,PIRLANGIMPI                    -,11.4,130.417,19,01/01/1973,01/02/2023
941200-99999 ,DARWIN INTL                    -,12.415,130.877,31.4,31/01/1941,01/02/2023
941220-99999 ,CAPE FOURCROY                  -,11.783,130.017,7,22/12/1974,01/02/2023
941250-99999 ,BATCHELOR AERO                 -,13.05,131.017,105,01/10/1994,01/02/2023
941270-99999 ,POINT STUART                   -,12.233,131.883,1,01/01/1993,01/02/2023
941280-99999 ,DOUGLAS RIVER                  -,13.833,131.183,44,24/10/1990,01/02/2023
941300-99999 ,BRADSHAW                       -,14.95,130.8,76,15/08/2001,01/02/2023
941310-99999 ,TINDAL                         -,14.521,132.378,135,04/09/1990,01/02/2023
941350-99999 ,MCCLUER ISLAND AWS             -,11.05,132.983,2,01/10/1994,01/02/2023
941370-99999 ,JABIRU AIRPORT                 -,12.667,132.9,28,03/02/1991,01/02/2023
941400-99999 ,MILINGIMBI AWS                 -,12.117,134.9,16,31/12/1961,01/02/2023
941410-99999 ,CENTRAL ARNHEM PLATEAU         -,13.333,133.083,416,08/06/2004,01/02/2023
941430-99999 ,BULMAN AWS                     -,13.667,134.333,105,08/06/2004,01/02/2023
941470-99999 ,CAPE WESSEL AWS                -,11.017,136.75,19,01/01/1973,01/02/2023
941500-99999 ,GOVE AIRPORT                   -,12.283,136.817,53,01/12/1985,01/02/2023
941510-99999 ,NORTH EAST ISLAND              -,13.65,136.933,18,24/10/1973,31/12/1997
941520-99999 ,BORROLOOLA                     -,16.083,136.3,17,01/10/1994,01/02/2023
941530-99999 ,GROOTE EYLANDT                 -,13.975,136.46,16.2,15/09/2001,01/02/2023
941710-99999 ,WEIPA                          -,12.679,141.925,19.2,01/01/1959,01/02/2023
941750-99999 ,THURSDAY ISLAND                -,10.567,142.217,8,03/09/1950,22/05/1997
941820-99999 ,COCONUT ISLAND                 -,10.05,143.067,4,01/08/1988,01/02/2023
941830-99999 ,COEN AIRPORT                   -,13.767,143.117,160,30/03/2003,01/02/2023
941860-99999 ,LOCKHART RIVER AIRPORT         -,12.783,143.3,20,31/08/1970,01/02/2023
941880-99999 ,CAPE FLATTERY                  -,14.967,145.317,19,08/06/2004,01/02/2023
942030-99999 ,BROOME INTL                    -,17.945,122.232,17.1,10/08/1939,01/02/2023
942040-99999 ,CURTIN AERO                    -,17.583,123.817,78,01/01/1973,12/12/2021
942060-99999 ,FITZROY CROSSING AERO          -,18.183,125.567,115,06/02/1990,01/02/2023
942070-99999 ,ROWLEY SHOALS                  -,17.533,118.95,8,24/01/1973,01/02/2023
942100-99999 ,ADELE ISLAND                   -,15.517,123.15,5,21/09/1973,01/02/2023
942120-99999 ,HALLS CREEK AIRPORT            -,18.233,127.667,424,01/01/1944,01/02/2023
942140-99999 ,WYNDHAM                        -,15.483,128.117,16,01/01/1973,31/12/1997
942160-99999 ,KUNUNURRA                      -,15.778,128.708,44.2,01/02/1990,01/02/2023
942170-99999 ,ARGYLE AERODROME               -,16.633,128.45,165,01/10/1994,01/02/2023
942250-99999 ,DELAMERE WEAPONS RANGE         -,15.75,131.917,222,15/08/2001,01/02/2023
942310-99999 ,LAJAMANU                       -,18.333,130.633,317,15/09/2001,01/02/2023
942320-99999 ,VICTORIA RIVER DOWNS           -,16.4,131.017,90,31/12/1973,01/02/2023
942340-99999 ,DALY WATERS AWS                -,16.25,133.367,211,31/12/1947,01/02/2023
942380-99999 ,TENNANT CREEK AIRPORT          -,19.633,134.183,377,24/07/1969,01/02/2023
942390-99999 ,MCARTHUR RIVER MINE            -,16.433,136.067,41,31/12/1968,01/02/2023
942480-99999 ,CENTRE ISLAND                  -,15.75,136.8,13,28/01/1973,01/02/2023
942550-99999 ,CAMOOWEAL TOWNSHIP             -,19.917,138.117,232,31/12/1956,01/02/2023
942600-99999 ,BURKETOWN AIRPORT              -,17.75,139.533,6,30/03/2003,01/02/2023
942610-99999 ,CENTURY MINE                   -,18.75,138.7,127,08/06/2004,01/02/2023
942660-99999 ,NORMANTON AIRPORT              -,17.683,141.067,19,31/12/1947,12/12/2021
942750-99999 ,GEORGETOWN POST OFFICE         -,18.3,143.55,295,01/01/1957,31/12/1997
942830-99999 ,COOKTOWN MISSION               -,15.433,145.183,9,13/10/1942,31/12/1997
942850-99999 ,LOW ISLES LIGHTHOUSE           -,16.383,145.567,4,30/09/1967,31/01/2023
942870-99999 ,CAIRNS INTL                    -,16.886,145.755,3,31/12/1942,01/02/2023
942890-99999 ,HOLMES REEF                    -,16.467,147.867,8,29/12/1974,01/02/2023
942900-99999 ,FLINDERS REEF                  -,17.717,148.45,7,01/11/1973,01/02/2023
942940-99999 ,TOWNSVILLE                     -,19.253,146.765,5.5,01/01/1947,01/02/2023
942950-99999 ,LUCINDA POINT AWS              -,18.517,146.383,10,01/01/1981,01/02/2023
942960-99999 ,LIHOU REEF                     -,17.117,152,9,01/01/1973,31/12/1997
942980-99999 ,MARION REEF                    -,19.083,152.383,8,01/01/1973,01/02/2023
942990-99999 ,WILLIS ISLAND                  -,16.288,149.965,9,31/12/1947,01/02/2023
943000-99999 ,CARNARVON AIRPORT              -,24.888,113.67,4,09/01/1945,01/02/2023
943020-99999 ,LEARMONTH                      -,22.236,114.089,5.8,28/02/1975,01/02/2023
943030-99999 ,THEVENARD ISLAND               -,21.45,115.017,6,08/03/1990,01/02/2023
943050-99999 ,ONSLOW                         -,21.633,115.117,4,31/12/1947,31/12/1997
943060-99999 ,MARDIE                         -,21.183,115.967,12,01/01/1957,01/02/2023
943070-99999 ,LEGENDRE ISLAND                -,20.367,116.85,29,01/01/1993,01/02/2023
943080-99999 ,ROEBOURNE AERO                 -,20.75,117.15,11,01/02/1990,01/02/2023
943100-99999 ,BEDOUT ISLAND                  -,19.583,119.1,10,01/10/1994,01/02/2023
943120-99999 ,PORT HEDLAND INTL              -,20.378,118.626,10.1,18/07/1942,01/02/2023
943160-99999 ,PARABURDOO AERO                -,23.167,117.75,424,13/06/1990,01/02/2023
943170-99999 ,NEWMAN AERO                    -,23.417,119.8,524,01/01/1973,01/02/2023
943260-99999 ,ALICE SPRINGS                  -,23.807,133.902,545.3,16/12/1942,01/02/2023
943270-99999 ,JERVOIS                        -,22.95,136.15,329,31/12/1971,01/02/2023
943280-99999 ,TERRITORY GRAPE FARM           -,22.45,133.633,567,01/03/1997,01/02/2023
943320-99999 ,MOUNT ISA                      -,20.664,139.489,341.7,30/11/1966,01/02/2023
943350-99999 ,CLONCURRY AIRPORT              -,20.667,140.5,187,01/04/1939,01/02/2023
943360-99999 ,THE MONUMENT AIRPORT           -,21.8,139.917,289,30/03/2003,01/02/2023
943370-99999 ,JULIA CREEK                    -,20.667,141.733,124,01/02/1990,01/02/2023
943380-99999 ,TREPELL AIRPORT                -,21.833,140.883,267,31/03/2003,01/02/2023
943390-99999 ,WINTON POST OFFICE             -,22.383,143.033,184,31/12/1956,31/12/1997
943410-99999 ,RICHMOND                       -,20.702,143.115,206,07/09/2001,01/02/2023
943420-99999 ,WINTON AIRPORT                 -,22.367,143.083,193,30/03/2003,01/02/2023
943430-99999 ,HUGHENDEN AIRPORT              -,20.817,144.233,316,31/12/1971,01/02/2023
943460-99999 ,LONGREACH AERO                 -,23.433,144.283,192,01/08/1942,01/02/2023
943630-99999 ,EMERALD AIRPORT                -,23.567,148.183,190,31/12/1956,01/02/2023
943650-99999 ,PROSERPINE WHITSUNDAY COAST    -,20.495,148.552,25,10/01/1989,01/02/2023
943670-99999 ,MACKAY MO                      -,21.117,149.217,33,15/05/1943,01/02/2023
943680-99999 ,HAMILTON ISLAND AIRPORT        -,20.35,148.95,59,01/02/1990,01/02/2023
943700-99999 ,SAMUEL HILL AERO               -,22.733,150.65,32,30/03/2003,01/02/2023
943710-99999 ,CREAL REEF                     -,20.533,150.383,6,01/02/1990,01/02/2023
943730-99999 ,YEPPOON THE ESPLANADE          -,23.133,150.75,6,01/10/1994,01/02/2023
943740-99999 ,ROCKHAMPTON                    -,23.382,150.475,10.4,31/03/1939,01/02/2023
943760-99999 ,THANGOOL AIRPORT               -,24.483,150.567,199,31/12/1963,01/02/2023
943780-99999 ,RUNDLE ISLAND                  -,23.533,151.283,20,31/12/1956,01/02/2023
943790-99999 ,GANNET CAY                     -,21.967,152.467,8,03/12/1974,01/02/2023
943800-99999 ,GLADSTONE RADAR                -,23.85,151.267,75,01/12/1957,01/02/2023
943810-99999 ,GLADSTONE AIRPORT              -,23.867,151.217,17,01/10/1994,01/02/2023
943860-99999 ,HERON ISLAND RES STN           -,23.45,151.917,6,01/01/1981,01/02/2023
943870-99999 ,BUNDABERG AERO                 -,24.9,152.317,28,31/12/1956,01/02/2023
943880-99999 ,LADY ELLIOT ISLAND             -,24.117,152.717,4,31/12/1956,01/02/2023
943930-99999 ,FREDERICK REEF                 -,20.933,154.4,13,01/01/1973,01/02/2023
943940-99999 ,CATO ISLAND                    -,23.25,155.533,7,01/01/1973,01/02/2023
944020-99999 ,DENHAM                         -,25.917,113.517,10,01/08/1980,01/02/2023
944030-99999 ,GERALDTON                      -,28.796,114.708,36.9,18/08/1941,01/02/2023
944040-99999 ,PAYNES FIND                    -,29.267,117.683,340,01/02/1990,01/02/2023
944170-99999 ,MORAWA AIRPORT                 -,29.2,116.017,272,01/03/1998,01/02/2023
944290-99999 ,MOUNT MAGNET AERO              -,28.117,117.833,408,01/03/1998,01/02/2023
944300-99999 ,MEEKATHARRA AIRPORT            -,26.614,118.537,519,31/12/1947,12/12/2021
944480-99999 ,LEONORA                        -,28.883,121.333,380,01/01/1957,31/12/1997
944490-99999 ,LAVERTON AERO                  -,28.617,122.417,465,01/05/1992,01/02/2023
944570-99999 ,WARBURTON AIRFIELD             -,26.133,126.583,460,15/09/2001,01/02/2023
944610-99999 ,GILES METEOROLOGICAL OFFICE    -,25.033,128.3,599,01/08/1956,01/02/2023
944620-99999 ,YULARA AERO                    -,25.2,130.983,492,31/12/1971,12/12/2021
944740-99999 ,PUKATJA                        -,26.267,132.183,704,01/07/2001,01/02/2023
944760-99999 ,OODNADATTA AIRPORT             -,27.55,135.45,117,04/03/1939,01/02/2023
944880-99999 ,WINDORAH POST OFFICE           -,25.417,142.65,129,01/01/1972,31/12/1997
945100-99999 ,CHARLEVILLE                    -,26.413,146.263,305.7,30/06/1942,01/02/2023
945150-99999 ,ROMA AIRPORT                   -,26.55,148.783,304,31/12/1956,01/02/2023
945170-99999 ,ST GEORGE AIRPORT              -,28.05,148.6,199,14/09/2001,01/02/2023
945270-99999 ,MOREE                          -,29.467,149.85,212,25/03/1964,24/11/1997
945410-99999 ,INVERELL RESEARCH CENTRE       -,29.783,151.083,664,31/12/1956,01/02/2023
945490-99999 ,KINGAROY AIRPORT               -,26.567,151.833,434,31/12/1956,01/02/2023
945520-99999 ,OAKEY                          -,27.411,151.735,406.9,30/04/1973,01/02/2023
945530-99999 ,APPLETHORPE                    -,28.617,151.95,873,01/03/1998,01/02/2023
945550-99999 ,WARWICK                        -,28.2,152.1,476,01/10/1994,01/02/2023
945620-99999 ,UNIVERSITY OF QUEENSLAND GATT  -,27.55,152.333,94,30/03/2003,01/02/2023
945660-99999 ,GYMPIE                         -,26.183,152.633,65,03/01/1972,01/02/2023
945670-99999 ,MARYBOROUGH                    -,25.517,152.717,11,31/12/1956,01/02/2023
