Column1,Column2,Column3,Column32,Column33,Column4,Column5
476380-99999 ,KOFU                            ,35.667,138.55,281.5,31/12/1952,01/02/2023
476390-99999 ,FUJISAN                         ,35.367,138.733,3777.5,31/12/1952,01/02/2023
476400-99999 ,KAWAGUCHIKO                     ,35.5,138.767,861.3,31/12/1952,01/02/2023
476410-99999 ,CHICHIBU                        ,35.983,139.067,233.7,31/12/1952,01/02/2023
476420-99999 ,YOKOTA AB                       ,35.748,139.348,141.1,01/11/1947,31/12/1997
476430-99999 ,IRUMA                           ,35.842,139.411,89.9,30/09/1946,01/02/2023
476480-99999 ,CHOSHI                          ,35.733,140.85,28.1,31/12/1952,01/02/2023
476490-99999 ,UENO                            ,34.767,136.15,161,31/12/1952,01/02/2023
476510-99999 ,TSU                             ,34.733,136.517,18.4,31/12/1952,01/02/2023
476530-99999 ,IRAKO                           ,34.633,137.1,7.7,31/12/1952,01/02/2023
476540-99999 ,HAMAMATSU                       ,34.75,137.717,47.7,31/12/1952,01/02/2023
476550-99999 ,OMAEZAKI                        ,34.6,138.217,46.8,31/12/1952,01/02/2023
476560-99999 ,SHIZUOKA                        ,34.983,138.4,15.9,31/12/1952,01/02/2023
476570-99999 ,MISHIMA                         ,35.117,138.933,21.9,31/12/1952,01/02/2023
476580-99999 ,SHIZUHAMA                       ,34.813,138.298,7,01/01/1973,01/02/2023
476600-99999 ,TACHIKAWA (JASDF)               ,35.7,139.4,98,15/11/1945,31/12/1997
476610-43321 ,KISARAZU                        ,35.398,139.91,3.1,03/01/1973,01/02/2023
476620-99999 ,TOKYO                           ,35.683,139.767,36,31/12/1952,01/02/2023
476630-99999 ,OWASE                           ,34.067,136.2,17.1,31/12/1952,01/02/2023
476660-99999 ,IROZAKI                         ,34.6,138.85,53.2,31/12/1952,01/02/2023
476680-99999 ,AJIRO                           ,35.05,139.1,67.9,31/12/1952,01/02/2023
476700-99999 ,YOKOHAMA                        ,35.433,139.65,42.7,01/01/1973,01/02/2023
476710-99999 ,TOKYO INTL                      ,35.552,139.78,10.7,11/09/1946,01/02/2023
476740-99999 ,KATSUURA                        ,35.15,140.317,13.5,31/12/1952,01/02/2023
476741-99999 ,AMAKUSA                         ,32.483,130.159,103.6,06/07/2004,01/02/2023
476742-99999 ,NOTO                            ,37.293,136.962,218.8,06/07/2004,01/02/2023
476750-99999 ,OSHIMA                          ,34.75,139.367,75.5,31/12/1952,01/02/2023
476770-99999 ,MIYAKEJIMA                      ,34.117,139.517,39.6,31/12/1952,01/02/2023
476780-99999 ,HACHIJOJIMA                     ,33.117,139.783,152.6,31/12/1952,01/02/2023
476790-99999 ,ATSUGI NAS                      ,35.45,139.45,65,02/09/1945,31/12/1997
476800-99999 ,KASTNER AAF / CAMP ZAMA JAPAN   ,35.514,139.394,110,14/12/1954,01/02/2023
476820-99999 ,CHIBA                           ,35.6,140.1,6.1,01/01/1973,01/02/2023
476830-99999 ,CHOFU AIRPORT                   ,35.667,139.533,44,14/12/1954,01/02/2023
476840-99999 ,YOKKAICHI                       ,34.933,136.583,57.1,01/01/1973,01/02/2023
476860-99999 ,NARITA INTL                     ,35.765,140.386,43,19/05/1978,01/02/2023
476870-99999 ,TOKYO HELIPORT                  ,35.633,139.85,8,01/01/1973,01/02/2023
476880-99999 ,TATEYAMA                        ,34.987,139.829,3,01/01/1973,01/02/2023
476900-99999 ,NIKKO                           ,36.733,139.5,1294,31/12/1952,01/02/2023
476920-99999 ,UTSUNOMIYA                      ,36.515,139.871,101.8,01/01/1973,01/02/2023
476960-43323 ,YOKOSUKA NAVAL STATION          ,35.283,139.667,49.1,01/01/1973,16/03/2020
477000-99999 ,SADO                            ,38.05,138.417,26,01/01/1973,24/08/2002
477040-99999 ,KOMATSU                         ,36.395,136.407,11,01/01/1973,01/02/2023
477090-99999 ,MATSUMOTO                       ,36.167,137.923,665.1,01/01/1973,01/02/2023
477150-99999 ,HYAKURI                         ,36.181,140.415,32,01/01/1973,01/02/2023
477160-99999 ,KASUMIGAURA (JASDF)             ,36.033,140.2,29,03/01/1973,26/12/1997
477210-99999 ,FUJI (JASDF)                    ,35.317,138.867,683,03/01/1973,26/12/1997
477270-99999 ,SHIMOFUSA                       ,35.799,140.011,29.9,01/01/1973,01/02/2023
477300-99999 ,AKENO (JASDF)                   ,34.533,136.683,9,03/01/1973,26/12/1997
477390-99999 ,SHIZUOKA AIRPORT                ,34.8,138.183,135,01/01/1973,01/02/2023
477400-99999 ,SAIGO                           ,36.2,133.333,28.1,31/12/1952,01/02/2023
477410-99999 ,MATSUE                          ,35.45,133.067,22.4,31/12/1952,01/02/2023
477420-99999 ,SAKAI                           ,35.55,133.233,3.8,31/12/1952,01/02/2023
477430-99999 ,MIHO                            ,35.492,133.236,6.1,31/08/1948,01/02/2023
477440-99999 ,YONAGO                          ,35.433,133.333,8.5,31/12/1952,01/02/2023
477460-99999 ,TOTTORI                         ,35.483,134.233,15.9,31/12/1952,01/02/2023
477470-99999 ,TOYOOKA                         ,35.533,134.817,5.8,31/12/1952,01/02/2023
477473-99999 ,TAJIMA                          ,35.513,134.787,178,20/10/1996,01/02/2023
477500-99999 ,MAIZURU                         ,35.45,135.317,4.2,31/12/1952,01/02/2023
477540-99999 ,HAGI                            ,34.417,131.4,3.7,31/12/1952,01/02/2023
477550-99999 ,HAMADA                          ,34.9,132.067,20.9,31/12/1952,01/02/2023
477560-99999 ,TSUYAMA                         ,35.067,134.017,147.8,31/12/1952,01/02/2023
477590-99999 ,KYOTO                           ,35.017,135.733,46.5,31/10/1945,01/02/2023
477610-99999 ,HIKONE                          ,35.283,136.25,92.8,31/12/1952,01/02/2023
477620-99999 ,SHIMONOSEKI                     ,33.95,130.933,19.5,31/12/1952,01/02/2023
477640-43324 ,IWAKUNI                         ,34.15,132.233,3,01/01/1973,31/12/1997
477641-43324 ,AIRFIELD & HARBOR OPERATIONS    ,34.137,132.243,0,01/04/2004,01/02/2023
477650-99999 ,HIROSHIMA                       ,34.4,132.467,54,31/12/1952,01/02/2023
477660-99999 ,KURE                            ,34.233,132.55,5,31/12/1952,01/02/2023
477670-99999 ,FUKUYAMA                        ,34.45,133.25,3.6,31/12/1952,01/02/2023
477680-99999 ,OKAYAMA                         ,34.683,133.917,7,31/12/1952,01/02/2023
477690-99999 ,HIMEJI                          ,34.833,134.667,39.7,31/12/1952,01/02/2023
477700-99999 ,KOBE                            ,34.7,135.217,30.6,31/12/1952,01/02/2023
477710-99999 ,OSAKA INTL                      ,34.786,135.438,15.2,01/11/1945,01/02/2023
477720-99999 ,OSAKA                           ,34.683,135.517,83,31/12/1952,01/02/2023
477740-99999 ,KANSAI INTL                     ,34.433,135.233,7.9,27/08/1995,01/02/2023
477760-99999 ,SUMOTO                          ,34.333,134.9,112.4,31/12/1952,01/02/2023
477770-99999 ,WAKAYAMA                        ,34.233,135.167,18,31/12/1952,01/02/2023
477780-99999 ,SHIONOMISAKI                    ,33.45,135.75,69.2,31/12/1952,01/02/2023
477790-99999 ,YAO                             ,34.596,135.603,11.9,01/01/1973,01/02/2023
477800-99999 ,NARA                            ,34.7,135.833,109,30/04/1953,01/02/2023
477820-99999 ,NANKI SHIRAHAMA                 ,33.662,135.364,90.8,01/01/1973,01/02/2023
477830-99999 ,IWAMI                           ,34.676,131.79,56.1,19/07/1994,01/02/2023
477840-99999 ,YAMAGUCHI                       ,34.167,131.467,19.7,01/01/1973,01/02/2023
477860-99999 ,YAMAGUCHI UBE                   ,33.93,131.279,7,01/01/1973,01/02/2023
477870-99999 ,OZUKI                           ,34.045,131.052,4,01/01/1973,01/02/2023
477880-99999 ,HOFU                            ,34.035,131.549,2.1,25/10/1948,01/02/2023
477890-99999 ,HIROSHIMA                       ,34.436,132.919,331.6,01/01/1973,01/02/2023
477900-99999 ,IZUMO                           ,35.414,132.89,4.6,01/01/1973,01/02/2023
477930-99999 ,OKAYAMA                         ,34.757,133.855,245.7,01/01/1973,01/02/2023
477990-99999 ,TSUSHIMA                        ,34.285,129.331,64.9,01/03/1980,01/02/2023
478000-99999 ,IZUHARA                         ,34.198,129.292,3.7,31/12/1952,01/02/2023
478030-99999 ,ASHIYA                          ,33.883,130.653,29.9,31/12/1945,01/02/2023
478050-99999 ,HIRADO                          ,33.367,129.55,58.7,31/12/1952,01/02/2023
478080-99999 ,FUKUOKA                         ,33.586,130.451,9.8,06/09/1946,01/02/2023
478090-99999 ,IIZUKA                          ,33.65,130.7,37.9,31/12/1952,01/02/2023
478100-99999 ,SAGA                            ,33.15,130.302,1.8,15/01/1999,01/02/2023
478120-99999 ,SASEBO                          ,33.167,129.733,5.6,31/12/1952,01/02/2023
478130-99999 ,SAGA                            ,33.267,130.3,33,31/12/1952,01/02/2023
478140-99999 ,HITA                            ,33.317,130.933,84.4,31/12/1952,01/02/2023
478150-99999 ,OITA                            ,33.233,131.617,13.5,31/12/1952,01/02/2023
478170-99999 ,NAGASAKI                        ,32.733,129.867,35.9,31/12/1952,01/02/2023
478180-99999 ,UNZENDAKE                       ,32.733,130.267,679.8,31/12/1952,01/02/2023
478190-99999 ,KUMAMOTO                        ,32.817,130.7,39.4,31/12/1952,01/02/2023
478210-99999 ,ASOSAN                          ,32.883,131.067,1144.4,31/12/1952,31/12/1997
478220-99999 ,NOBEOKA                         ,32.583,131.65,21,31/07/1961,01/02/2023
478230-99999 ,AKUNE                           ,32.033,130.2,42.2,31/12/1952,01/02/2023
478240-99999 ,HITOYOSHI                       ,32.217,130.75,147.7,31/12/1952,01/02/2023
478270-99999 ,KAGOSHIMA                       ,31.55,130.55,31.7,31/12/1952,01/02/2023
478290-99999 ,MIYAKONOJO                      ,31.733,131.083,155.7,31/12/1952,01/02/2023
478300-99999 ,MIYAZAKI                        ,31.933,131.417,15,31/12/1952,01/02/2023
478310-99999 ,MAKURAZAKI                      ,31.267,130.3,31.4,31/12/1952,01/02/2023
478350-99999 ,ABURATSU                        ,31.583,131.4,14.6,31/12/1952,01/02/2023
478360-99999 ,YAKUSHIMA                       ,30.386,130.659,37.8,31/12/1952,01/02/2023
478370-99999 ,TANEGASHIMA                     ,30.717,130.983,37.6,31/12/1952,01/02/2023
478380-99999 ,USHIBUKA                        ,32.2,130.033,15,31/12/1952,01/02/2023
478400-99999 ,TSUIKI                          ,33.685,131.04,16.8,01/01/1973,01/02/2023
478430-99999 ,FUKUE                           ,32.7,128.833,26.9,30/04/1962,01/02/2023
478500-99999 ,KANOYA                          ,31.368,130.845,65.2,18/09/1945,01/02/2023
478510-99999 ,KAGOSHIMA                       ,31.803,130.719,276.1,01/01/1973,01/02/2023
478520-99999 ,OITA                            ,33.479,131.737,5.8,01/01/1973,01/02/2023
478530-99999 ,KITAKYUSHU                      ,33.836,130.947,5.5,01/01/1973,01/02/2023
478540-99999 ,NYUTABARU                       ,32.084,131.451,78.9,30/04/1958,01/02/2023
478550-99999 ,NAGASAKI                        ,32.917,129.914,4.6,01/01/1973,01/02/2023
478560-99999 ,KUMAMOTO                        ,32.837,130.855,195.7,01/01/1973,01/02/2023
478580-99999 ,IKI                             ,33.749,129.785,15.8,01/01/1973,01/02/2023
478600-99999 ,METABARU (JASDF)                ,33.317,130.417,19,03/01/1973,26/12/1997
478700-99999 ,TANEGASHIMA                     ,30.547,130.95,97.2,01/01/1973,01/02/2023
478720-99999 ,AMAMI                           ,28.431,129.713,8.2,01/01/1973,01/02/2023
478724-99999 ,KIKAI                           ,28.321,129.928,6.4,29/11/1980,01/02/2023
478800-99999 ,TAKAMATSU                       ,34.214,134.016,185,01/01/1973,01/02/2023
478840-99999 ,KOMATSUJIMA (JASDF)             ,34,134.633,6,01/01/1973,31/12/1997
478870-99999 ,MATSUYAMA                       ,33.85,132.783,34.3,31/12/1952,01/02/2023
478900-99999 ,TADOTSU                         ,34.283,133.75,4.8,31/12/1952,01/02/2023
478910-99999 ,TAKAMATSU                       ,34.317,134.05,14,31/12/1952,01/02/2023
478920-99999 ,UWAJIMA                         ,33.233,132.55,14.8,31/12/1952,01/02/2023
478930-99999 ,KOCHI                           ,33.567,133.55,4.9,31/12/1952,01/02/2023
478940-99999 ,TSURUGISAN                      ,33.85,134.1,1946,31/12/1952,08/04/2004
478950-99999 ,TOKUSHIMA                       ,34.067,134.567,6.4,31/12/1952,01/02/2023
478970-99999 ,SUKUMO                          ,32.917,132.7,10.9,31/12/1952,01/02/2023
478980-99999 ,SHIMIZU                         ,32.717,133.017,33.8,31/12/1952,01/02/2023
478990-99999 ,MUROTOMISAKI                    ,33.25,134.183,186.9,31/12/1952,01/02/2023
479090-99999 ,NAZE/FUNCHATOGE                 ,28.394,129.553,294.1,31/12/1952,01/02/2023
479100-99999 ,TOKUNOSHIMA                     ,27.836,128.881,5.2,01/06/1976,01/02/2023
479120-99999 ,YONAGUNIJIMA                    ,24.467,123.017,36.5,01/01/1973,01/02/2023
479180-99999 ,ISHIGAKI                        ,24.345,124.187,28.3,01/01/1973,01/02/2023
479270-99999 ,MIYAKO                          ,24.783,125.295,45.7,01/01/1973,01/02/2023
479275-99999 ,TARAMA                          ,24.654,124.675,11,11/09/1979,31/12/1997
479276-99999 ,SHIMOJISHIMA                    ,24.827,125.145,16.5,11/09/1979,01/02/2023
479290-99999 ,KUMEJIMA                        ,26.364,126.714,7,17/05/1974,01/02/2023
479300-99999 ,NAHA                            ,26.196,127.646,3.7,11/11/1945,01/02/2023
479310-99999 ,KADENA AB                       ,26.356,127.768,43.6,01/01/1946,31/12/1997
479330-42215 ,OKINAWA MARINE CORPS AIR STAT   ,26.267,127.75,75.3,01/01/1973,01/02/2023
479420-99999 ,OKIERABU                        ,27.426,128.701,30.8,01/01/1973,01/02/2023
479425-99999 ,YORON                           ,27.044,128.402,15.8,11/09/1979,01/02/2023
479450-99999 ,MINAMI DAITO                    ,25.847,131.263,50.9,01/01/1973,01/02/2023
479710-42402 ,CHICHI JIMA BONIN ISLAND        ,27.083,142.183,7.9,01/01/1973,01/02/2023
479810-99999 ,IWOTO                           ,24.784,141.323,115.2,01/03/1945,01/02/2023
479910-99999 ,MINAMI TORISHIMA                ,24.29,153.979,6.7,01/01/1973,01/02/2023
480960-99999 ,MINGALADON                      ,16.9,96.183,29,01/09/1945,01/02/2023
480970-99999 ,YANGON INTL                     ,16.907,96.133,33.2,17/04/1949,01/02/2023
483000-99999 ,MAE HONG SON                    ,19.301,97.976,283.2,12/05/1954,01/02/2023
483030-99999 ,CHIANG RAI                      ,19.885,99.827,399.9,03/01/1956,01/02/2023
483033-99999 ,NAKHON PHANOM                   ,17.384,104.643,178.9,05/04/2005,01/02/2023
483100-99999 ,PHAYAO                          ,19.193,99.9,398.9,13/04/1985,01/02/2023
483150-99999 ,THA WANG PHA                    ,19.117,100.8,237,15/03/1974,01/02/2023
483250-99999 ,MAE SARIANG                     ,18.167,97.933,213,01/05/1954,01/02/2023
483270-99999 ,CHIANG MAI INTL                 ,18.767,98.963,315.8,31/12/1942,01/02/2023
483280-99999 ,LAMPANG                         ,18.271,99.504,247.2,22/02/1950,01/02/2023
483290-99999 ,LAMPHUN                         ,18.567,99.033,298,10/04/1985,01/02/2023
483300-99999 ,PHRAE                           ,18.132,100.165,164,14/02/1952,01/02/2023
483310-99999 ,NAN                             ,18.808,100.783,208.8,13/01/1949,01/02/2023
483510-99999 ,UTTARADIT                       ,17.617,100.1,64,03/01/1949,01/02/2023
483520-99999 ,NONG KHAI                       ,17.867,102.75,175.7,01/01/1973,01/02/2023
483530-99999 ,LOEI                            ,17.439,101.722,262.1,23/05/1954,01/02/2023
483540-99999 ,UDON THANI                      ,17.386,102.788,176.5,31/12/1942,01/02/2023
483560-99999 ,SAKON NAKHON                    ,17.15,104.133,172,06/01/1949,01/02/2023
483570-99999 ,NAKHON PHANOM                   ,17.417,104.783,148,07/07/1952,01/02/2023
483740-99999 ,LOMSAK                          ,16.767,101.25,145,14/04/1985,01/02/2023
483750-99999 ,MAE SOT                         ,16.7,98.545,210.3,03/01/1949,01/02/2023
483760-99999 ,TAK                             ,16.896,99.253,145.7,26/05/1954,01/02/2023
483770-99999 ,BHUMIBOL DAM                    ,17.233,99.05,144,01/01/1973,01/02/2023
483780-99999 ,PHITSANULOK                     ,16.783,100.279,44.2,03/01/1949,01/02/2023
483790-99999 ,PHETCHABUN                      ,16.676,101.195,137.2,01/05/1950,01/02/2023
483800-99999 ,KAMPHAENG PHET                  ,16.483,99.533,82,02/04/1976,01/02/2023
483810-99999 ,KHON KAEN                       ,16.467,102.784,204.2,06/01/1949,01/02/2023
483820-99999 ,KOSUMPHISAI                     ,16.25,103.067,154,27/11/1986,01/02/2023
483830-99999 ,MUKDAHAN                        ,16.533,104.717,140,13/01/1949,01/02/2023
483850-99999 ,UMPHANG                         ,16.017,98.867,460,03/05/1985,01/02/2023
483900-99999 ,KAMALASAI                       ,16.333,103.583,140.9,05/07/2001,01/02/2023
484000-99999 ,NAKHON SAWAN                    ,15.673,100.137,34.4,06/01/1949,01/02/2023
484020-99999 ,CHAINAT AGROMET                 ,15.15,100.183,17,02/12/1987,01/02/2023
484030-99999 ,CHAIYAPHUM                      ,15.8,102.033,184,01/08/1956,01/02/2023
484050-99999 ,ROB MUANG                       ,16.07,103.646,139.9,06/01/1949,01/02/2023
484070-99999 ,UBON RATCHATHANI                ,15.251,104.87,123.7,06/01/1949,01/02/2023
484076-99999 ,SUKHOTHAI                       ,17.238,99.818,54.6,01/05/1975,01/02/2023
484130-99999 ,WICHIAN BURI                    ,15.657,101.105,69.7,15/03/1974,01/02/2023
484160-99999 ,THA TUM                         ,15.317,103.683,130,15/03/1974,01/02/2023
484180-99999 ,BUA CHUM                        ,15.267,101.2,51,15/03/1974,01/02/2023
484210-99999 ,THONG PHAPHUM                   ,14.75,98.633,99,15/03/1974,01/02/2023
484250-99999 ,SUPHAN BURI                     ,14.467,100.133,9,09/01/1949,01/02/2023
484260-99999 ,LOP BURI                        ,14.8,100.617,11,03/01/1949,01/02/2023
484290-99999 ,SUVARNABHUMI INTER AIRPORT      ,13.683,100.767,6,01/08/2007,01/02/2023
484300-99999 ,KHAO E TO                       ,14.078,101.38,24.4,03/01/1949,01/02/2023
484310-99999 ,KHORAT                          ,14.935,102.079,222.2,02/01/1949,01/02/2023
484320-99999 ,SURIN                           ,14.883,103.5,147,03/01/1949,01/02/2023
484340-99999 ,CHOK CHAI                       ,14.717,102.167,193,13/04/1985,01/02/2023
484360-99999 ,NANGRONG                        ,14.631,102.721,181.7,14/04/1985,01/02/2023
484390-99999 ,KABINBURI                       ,13.983,101.7,12,09/04/1985,01/02/2023
484500-99999 ,KANCHANA BURI                   ,14.017,99.533,29,09/01/1949,01/02/2023
484550-99999 ,BANGKOK METROPOLIS              ,13.733,100.567,4,02/01/1949,01/02/2023
484560-99999 ,BANGKOK INTL                    ,13.913,100.607,2.7,31/12/1942,01/02/2023
484590-99999 ,CHON BURI/SATTAHIP              ,13.367,100.983,2,13/01/1949,01/02/2023
484600-99999 ,KO SICHANG                      ,13.167,100.8,27,06/01/1962,01/02/2023
484610-99999 ,PHATTHAYA                       ,12.917,100.867,61,01/11/1981,01/02/2023
484620-99999 ,ARANYAPRATHET                   ,13.7,102.504,49,06/01/1949,01/02/2023
484650-99999 ,PHETCHABURI                     ,12.999,100.067,3.8,01/01/1978,01/02/2023
484750-99999 ,HUA HIN                         ,12.636,99.952,18.9,02/01/1949,01/02/2023
484770-99999 ,SATTAHIP                        ,12.683,100.983,18,08/05/1949,01/02/2023
484775-99999 ,U-TAPHAO INTL(NAVY)             ,12.683,101,18,01/07/1966,12/12/2021
484780-99999 ,RAYONG                          ,12.633,101.35,5,01/11/1981,01/02/2023
484800-99999 ,CHANTHABURI                     ,12.6,102.117,4,16/01/1949,01/02/2023
485000-99999 ,PRACHUAP                        ,11.788,99.805,3,02/01/1949,01/02/2023
485010-99999 ,KHLONG YAI                      ,11.767,102.883,4,11/09/1949,01/02/2023
485170-99999 ,CHUMPHON                        ,10.711,99.362,5.5,02/01/1949,01/02/2023
485320-99999 ,RANONG                          ,9.778,98.585,17.4,17/05/1954,01/02/2023
485500-99999 ,KO SAMUI                        ,9.467,100.05,5,01/01/1973,01/02/2023
485510-99999 ,SURAT THANI                     ,9.133,99.136,6.1,09/01/1949,01/02/2023
485520-99999 ,CHA IAN                         ,8.471,99.956,13.4,13/01/1949,01/02/2023
485575-99999 ,NAKHON SI THAMMARAT             ,8.54,99.945,4,22/03/2005,01/02/2023
485576-99999 ,KRABI                           ,8.099,98.986,25,29/03/2005,01/02/2023
485577-99999 ,SAMUI                           ,9.548,100.062,19.5,22/03/2005,01/02/2023
485578-99999 ,TRAT                            ,12.275,102.32,32,23/03/2005,01/02/2023
485610-99999 ,TAKUA PA                        ,8.683,98.25,4,01/11/1976,01/02/2023
485640-99999 ,PHUKET                          ,7.883,98.4,4,13/01/1949,01/02/2023
485650-99999 ,PHUKET INTL                     ,8.113,98.317,25,26/01/1956,01/02/2023
485660-99999 ,KO LANTA                        ,7.533,99.05,3,22/01/1949,01/02/2023
485670-99999 ,TRANG                           ,7.509,99.617,20.4,24/01/1962,01/02/2023
485680-99999 ,SONGKHLA                        ,7.187,100.608,3.7,31/12/1942,01/02/2023
485690-99999 ,HAT YAI INTL                    ,6.933,100.393,27.4,01/01/1973,01/02/2023
485700-99999 ,KHOUN KHAN                      ,6.661,100.08,5.5,01/01/1978,01/02/2023
485800-99999 ,PATTANI                         ,6.785,101.154,2.4,01/01/1973,01/02/2023
485830-99999 ,NARATHIWAT                      ,6.52,101.743,4.9,01/02/1949,01/02/2023
486000-99999 ,LANGKAWI INTL                   ,6.33,99.729,8.8,10/12/1990,01/02/2023
486001-99999 ,MANDALAY INTL                   ,21.702,95.978,91.4,07/07/2004,01/02/2023
486010-99999 ,PENANG INTL                     ,5.297,100.277,3.4,01/01/1949,01/02/2023
486021-99999 ,MERSING                         ,2.45,103.833,45,06/07/2004,01/02/2023
486022-99999 ,SULTAN ABDUL HALIM              ,6.194,100.403,4.6,06/07/2004,01/02/2023
486023-99999 ,SULTAN AZLAN SHAH               ,4.568,101.092,39.6,06/07/2004,01/02/2023
486150-99999 ,SULTAN ISMAIL PETRA             ,6.167,102.293,4.9,05/01/1949,01/02/2023
486180-99999 ,SULTAN MAHMUD                   ,5.383,103.103,6.4,12/10/2001,01/02/2023
486200-99999 ,SITIAWAN                        ,4.217,100.7,8,01/01/1949,01/02/2023
486470-99999 ,SULTAN ABDUL AZIZ SHAH INTL     ,3.131,101.549,27.4,01/01/1949,01/02/2023
486500-99999 ,KUALA LUMPUR INTL               ,2.746,101.71,21,18/09/2000,01/02/2023
486570-99999 ,KUANTAN                         ,3.775,103.209,17.7,03/01/1949,01/02/2023
486650-99999 ,MALACCA                         ,2.263,102.252,10.7,01/01/1949,01/02/2023
486790-99999 ,SULTAN ISMAIL                   ,1.641,103.67,41.1,01/01/1999,01/02/2023
486940-99999 ,PAYA LEBAR                      ,1.36,103.91,19.8,01/01/1949,01/02/2023
486980-99999 ,SINGAPORE CHANGI INTL           ,1.35,103.994,6.7,03/01/1956,01/02/2023
486990-99999 ,SELETAR                         ,1.417,103.868,11,31/08/2004,01/02/2023
488030-99999 ,LAO CAI                         ,22.5,103.967,97,02/05/1949,01/02/2023
488060-99999 ,SON LA                          ,21.333,103.9,676,01/03/1997,01/02/2023
488080-99999 ,CAO BANG                        ,22.667,106.25,243,02/05/1949,01/02/2023
488200-99999 ,NOIBAI INTL                     ,21.221,105.807,11.9,01/12/1958,01/02/2023
488230-99999 ,NAM DINH                        ,20.433,106.15,3,24/09/1974,01/02/2023
488260-99999 ,PHU LIEN                        ,20.8,106.633,116,24/09/1974,01/02/2023
488300-99999 ,LANG SON                        ,21.833,106.767,263,24/09/1974,01/02/2023
488380-99999 ,MONG CAI                        ,21.517,107.967,7,24/09/1974,01/02/2023
488390-99999 ,BACH LONG VI                    ,20.133,107.717,56,25/09/1974,01/02/2023
488400-99999 ,THANH HOA                       ,19.75,105.783,5,24/09/1974,01/02/2023
488450-99999 ,VINH                            ,18.737,105.671,5.2,24/09/1974,01/02/2023
488480-99999 ,DONG HOI                        ,17.483,106.6,8,24/09/1974,01/02/2023
488520-99999 ,PHUBAI                          ,16.402,107.703,14.6,01/01/1957,01/02/2023
488550-99999 ,DANANG INTL                     ,16.044,108.199,10.1,31/12/1956,01/02/2023
488630-99999 ,QUANG NGAI                      ,15.133,108.783,9,31/12/1957,01/02/2023
488660-99999 ,PLEIKU                          ,14.005,108.017,741.9,08/09/1958,01/02/2023
488700-99999 ,QUY NHON                        ,13.767,109.217,6,04/01/1957,01/02/2023
488730-99999 ,TUY-HOA                         ,13.083,109.283,11,31/12/1956,15/11/2013
488750-99999 ,BANMETHUOT                      ,12.683,108.083,537,31/12/1956,01/02/2023
488770-99999 ,NHA TRANG                       ,12.25,109.2,10,31/12/1956,01/02/2023
488870-99999 ,PHAN THIET                      ,10.933,108.1,5,08/10/1956,01/02/2023
489000-99999 ,TANSONNHAT INTL                 ,10.819,106.652,10.1,02/01/1949,01/02/2023
489070-99999 ,RACH GIA                        ,10,105.083,3,17/01/1956,01/02/2023
489125-99999 ,CAN THO                         ,10.083,105.717,3.1,13/12/1965,01/02/2023
489130-99999 ,BA-XUYEN/SOC TRANG              ,9.6,105.967,5,02/05/1949,08/12/1997
489140-99999 ,CA MAU                          ,9.183,105.15,2,31/08/1957,01/02/2023
489170-99999 ,PHU QUOC                        ,10.217,103.967,4,03/04/1957,01/02/2023
489180-99999 ,CON SON                         ,8.683,106.6,9,03/01/1949,01/02/2023
489200-99999 ,TRUONG SA                       ,8.65,111.917,3,01/11/1981,01/02/2023
489300-99999 ,LUANG PHABANG INTL              ,19.897,102.161,291.1,01/06/1951,01/02/2023
489350-99999 ,PLAINE DES JARRES (XIENGKHOUA   ,19.467,103.133,1050,11/10/1951,01/02/2023
489400-99999 ,WATTAY INTL                     ,17.988,102.563,171.9,01/01/1949,01/02/2023
489470-99999 ,SAVANNAKHET                     ,16.557,104.76,155.1,31/01/1968,01/02/2023
489550-99999 ,PAKSE                           ,15.117,105.767,102,07/08/1949,12/12/2021
489660-99999 ,SIEM REAP                       ,13.411,103.813,18.3,03/01/1949,01/02/2023
489910-99999 ,PHNOM PENH INTL                 ,11.547,104.844,12.2,02/01/1949,01/02/2023
501360-99999 ,MOHE                            ,52.967,122.533,438,01/01/1973,01/02/2023
502460-99999 ,TA-HE                           ,52.333,124.8,465,01/01/1973,27/07/2007
503530-99999 ,HUMA                            ,51.733,126.633,175.6,20/08/1956,01/02/2023
504340-99999 ,TULIHE                          ,50.45,121.7,733,31/05/1957,01/02/2023
504420-99999 ,XIAO-YANG-QI                    ,50.8,124.283,549,13/03/1973,13/05/2002
504680-99999 ,AIHUI                           ,50.25,127.45,166,01/08/1961,01/02/2023
505270-99999 ,HAILAR                          ,49.25,119.7,650,20/08/1956,01/02/2023
505480-99999 ,XIAO'ERGOU                      ,49.2,123.717,288,31/05/1957,01/02/2023
505570-99999 ,NENJIANG                        ,49.167,125.233,243,20/08/1956,01/02/2023
505640-99999 ,SUNWU                           ,49.433,127.35,235,20/08/1956,01/02/2023
506030-99999 ,XIN BARAG YOUQI                 ,48.683,116.817,556.7,01/01/1960,01/02/2023
506320-99999 ,BUGT                            ,48.767,121.917,739,20/08/1956,01/02/2023
506580-99999 ,KESHAN                          ,48.05,125.883,237,01/06/1957,01/02/2023
507270-99999 ,ARXAN                           ,47.167,119.933,997,20/08/1956,01/02/2023
507450-99999 ,SANJIAZI                        ,47.24,123.918,145.4,20/08/1956,01/02/2023
507560-99999 ,HAILUN                          ,47.45,126.867,248,20/08/1956,01/02/2023
507740-99999 ,YICHUN                          ,47.7,128.833,259.1,01/06/1957,01/02/2023
